Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Disease
yellowing_of_eyes,yellowish_skin,nausea,loss_of_appetite,,,,,,,,,,,,,,Hepatitis C
loss_of_appetite,yellowish_skin,family_history,fatigue,,,,,,,,,,,,,,Hepatitis C
nausea,family_history,yellowish_skin,,,,,,,,,,,,,,,Hepatitis C
yellowish_skin,nausea,loss_of_appetite,fatigue,yellowing_of_eyes,family_history,,,,,,,,,,,,Hepatitis C
nausea,loss_of_appetite,yellowish_skin,family_history,,,,,,,,,,,,,,Hepatitis C
family_history,loss_of_appetite,nausea,fatigue,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,Hepatitis C
nausea,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,,,Hepatitis C
yellowing_of_eyes,family_history,fatigue,loss_of_appetite,yellowish_skin,,,,,,,,,,,,,Hepatitis C
nausea,loss_of_appetite,family_history,fatigue,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,Hepatitis C
yellowish_skin,yellowing_of_eyes,loss_of_appetite,family_history,nausea,,,,,,,,,,,,,Hepatitis C
fatigue,nausea,loss_of_appetite,family_history,,,,,,,,,,,,,,Hepatitis C
fatigue,nausea,family_history,loss_of_appetite,yellowish_skin,,,,,,,,,,,,,Hepatitis C
family_history,nausea,loss_of_appetite,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,,Hepatitis C
yellowing_of_eyes,nausea,loss_of_appetite,fatigue,yellowish_skin,,,,,,,,,,,,,Hepatitis C
yellowish_skin,yellowing_of_eyes,loss_of_appetite,fatigue,nausea,family_history,,,,,,,,,,,,Hepatitis C
yellowish_skin,family_history,fatigue,,,,,,,,,,,,,,,Hepatitis C
nausea,yellowish_skin,loss_of_appetite,yellowing_of_eyes,fatigue,family_history,,,,,,,,,,,,Hepatitis C
loss_of_appetite,nausea,family_history,,,,,,,,,,,,,,,Hepatitis C
loss_of_appetite,fatigue,yellowish_skin,yellowing_of_eyes,family_history,nausea,,,,,,,,,,,,Hepatitis C
nausea,yellowish_skin,yellowing_of_eyes,family_history,,,,,,,,,,,,,,Hepatitis C
yellowing_of_eyes,family_history,yellowish_skin,nausea,fatigue,,,,,,,,,,,,,Hepatitis C
loss_of_appetite,fatigue,yellowish_skin,family_history,,,,,,,,,,,,,,Hepatitis C
nausea,fatigue,family_history,,,,,,,,,,,,,,,Hepatitis C
loss_of_appetite,nausea,fatigue,,,,,,,,,,,,,,,Hepatitis C
yellowish_skin,fatigue,yellowing_of_eyes,family_history,nausea,,,,,,,,,,,,,Hepatitis C
family_history,nausea,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,Hepatitis C
fatigue,yellowish_skin,loss_of_appetite,joint_pain,yellowing_of_eyes,,,,,,,,,,,,,Hepatitis D
joint_pain,vomiting,dark_urine,loss_of_appetite,yellowish_skin,,,,,,,,,,,,,Hepatitis D
loss_of_appetite,dark_urine,vomiting,,,,,,,,,,,,,,,Hepatitis D
loss_of_appetite,vomiting,joint_pain,abdominal_pain,,,,,,,,,,,,,,Hepatitis D
loss_of_appetite,yellowing_of_eyes,fatigue,nausea,,,,,,,,,,,,,,Hepatitis D
fatigue,vomiting,yellowing_of_eyes,yellowish_skin,nausea,loss_of_appetite,dark_urine,joint_pain,abdominal_pain,,,,,,,,,Hepatitis D
vomiting,nausea,dark_urine,yellowing_of_eyes,yellowish_skin,loss_of_appetite,abdominal_pain,fatigue,,,,,,,,,,Hepatitis D
loss_of_appetite,vomiting,yellowing_of_eyes,yellowish_skin,fatigue,,,,,,,,,,,,,Hepatitis D
fatigue,loss_of_appetite,nausea,yellowish_skin,joint_pain,dark_urine,yellowing_of_eyes,,,,,,,,,,,Hepatitis D
abdominal_pain,yellowish_skin,nausea,loss_of_appetite,vomiting,,,,,,,,,,,,,Hepatitis D
yellowing_of_eyes,vomiting,fatigue,yellowish_skin,nausea,joint_pain,,,,,,,,,,,,Hepatitis D
abdominal_pain,dark_urine,vomiting,loss_of_appetite,fatigue,nausea,yellowing_of_eyes,yellowish_skin,joint_pain,,,,,,,,,Hepatitis D
joint_pain,vomiting,yellowing_of_eyes,dark_urine,loss_of_appetite,yellowish_skin,abdominal_pain,,,,,,,,,,,Hepatitis D
abdominal_pain,dark_urine,fatigue,,,,,,,,,,,,,,,Hepatitis D
vomiting,joint_pain,abdominal_pain,nausea,yellowish_skin,,,,,,,,,,,,,Hepatitis D
fatigue,loss_of_appetite,joint_pain,abdominal_pain,,,,,,,,,,,,,,Hepatitis D
dark_urine,nausea,yellowing_of_eyes,abdominal_pain,yellowish_skin,loss_of_appetite,,,,,,,,,,,,Hepatitis D
dark_urine,nausea,loss_of_appetite,vomiting,abdominal_pain,yellowing_of_eyes,joint_pain,,,,,,,,,,,Hepatitis D
dark_urine,vomiting,yellowish_skin,yellowing_of_eyes,joint_pain,nausea,abdominal_pain,loss_of_appetite,,,,,,,,,,Hepatitis D
fatigue,abdominal_pain,yellowish_skin,,,,,,,,,,,,,,,Hepatitis D
loss_of_appetite,abdominal_pain,fatigue,dark_urine,nausea,yellowing_of_eyes,yellowish_skin,vomiting,,,,,,,,,,Hepatitis D
dark_urine,vomiting,abdominal_pain,loss_of_appetite,joint_pain,nausea,yellowing_of_eyes,fatigue,yellowish_skin,,,,,,,,,Hepatitis D
joint_pain,yellowish_skin,abdominal_pain,nausea,vomiting,dark_urine,loss_of_appetite,yellowing_of_eyes,fatigue,,,,,,,,,Hepatitis D
abdominal_pain,fatigue,yellowish_skin,loss_of_appetite,joint_pain,,,,,,,,,,,,,Hepatitis D
fatigue,yellowing_of_eyes,nausea,,,,,,,,,,,,,,,Hepatitis D
abdominal_pain,yellowing_of_eyes,yellowish_skin,joint_pain,loss_of_appetite,vomiting,nausea,dark_urine,,,,,,,,,,Hepatitis D
loss_of_appetite,joint_pain,fatigue,abdominal_pain,nausea,yellowish_skin,vomiting,,,,,,,,,,,Hepatitis D
abdominal_pain,dark_urine,joint_pain,yellowish_skin,nausea,yellowing_of_eyes,fatigue,vomiting,loss_of_appetite,,,,,,,,,Hepatitis D
joint_pain,yellowing_of_eyes,yellowish_skin,dark_urine,fatigue,abdominal_pain,vomiting,nausea,,,,,,,,,,Hepatitis D
vomiting,abdominal_pain,dark_urine,nausea,fatigue,yellowish_skin,,,,,,,,,,,,Hepatitis D
loss_of_appetite,joint_pain,vomiting,fatigue,yellowing_of_eyes,yellowish_skin,dark_urine,nausea,,,,,,,,,,Hepatitis D
yellowing_of_eyes,yellowish_skin,dark_urine,nausea,,,,,,,,,,,,,,Hepatitis D
abdominal_pain,fatigue,yellowing_of_eyes,nausea,yellowish_skin,,,,,,,,,,,,,Hepatitis D
nausea,abdominal_pain,loss_of_appetite,vomiting,dark_urine,yellowing_of_eyes,,,,,,,,,,,,Hepatitis D
vomiting,abdominal_pain,yellowing_of_eyes,loss_of_appetite,nausea,,,,,,,,,,,,,Hepatitis D
abdominal_pain,vomiting,loss_of_appetite,yellowish_skin,,,,,,,,,,,,,,Hepatitis D
dark_urine,yellowish_skin,vomiting,yellowing_of_eyes,joint_pain,nausea,,,,,,,,,,,,Hepatitis D
dark_urine,nausea,abdominal_pain,vomiting,loss_of_appetite,,,,,,,,,,,,,Hepatitis D
yellowing_of_eyes,joint_pain,loss_of_appetite,abdominal_pain,fatigue,yellowish_skin,nausea,dark_urine,vomiting,,,,,,,,,Hepatitis D
yellowish_skin,abdominal_pain,fatigue,loss_of_appetite,nausea,joint_pain,dark_urine,,,,,,,,,,,Hepatitis D
fatigue,vomiting,nausea,joint_pain,yellowish_skin,,,,,,,,,,,,,Hepatitis D
abdominal_pain,vomiting,joint_pain,dark_urine,nausea,loss_of_appetite,fatigue,yellowish_skin,yellowing_of_eyes,,,,,,,,,Hepatitis D
vomiting,yellowish_skin,fatigue,yellowing_of_eyes,,,,,,,,,,,,,,Hepatitis D
dark_urine,abdominal_pain,loss_of_appetite,yellowing_of_eyes,yellowish_skin,joint_pain,nausea,vomiting,,,,,,,,,,Hepatitis D
fatigue,vomiting,loss_of_appetite,abdominal_pain,yellowish_skin,,,,,,,,,,,,,Hepatitis D
joint_pain,yellowish_skin,loss_of_appetite,abdominal_pain,fatigue,dark_urine,,,,,,,,,,,,Hepatitis D
fatigue,vomiting,yellowing_of_eyes,loss_of_appetite,yellowish_skin,nausea,dark_urine,,,,,,,,,,,Hepatitis D
yellowish_skin,fatigue,loss_of_appetite,dark_urine,yellowing_of_eyes,vomiting,joint_pain,nausea,,,,,,,,,,Hepatitis D
loss_of_appetite,abdominal_pain,yellowing_of_eyes,dark_urine,fatigue,joint_pain,,,,,,,,,,,,Hepatitis D
fatigue,joint_pain,nausea,dark_urine,abdominal_pain,loss_of_appetite,,,,,,,,,,,,Hepatitis D
nausea,loss_of_appetite,abdominal_pain,vomiting,yellowish_skin,,,,,,,,,,,,,Hepatitis D
loss_of_appetite,joint_pain,nausea,,,,,,,,,,,,,,,Hepatitis D
fatigue,joint_pain,nausea,loss_of_appetite,dark_urine,yellowing_of_eyes,vomiting,yellowish_skin,,,,,,,,,,Hepatitis D
yellowing_of_eyes,dark_urine,nausea,loss_of_appetite,fatigue,abdominal_pain,joint_pain,vomiting,,,,,,,,,,Hepatitis D
fatigue,loss_of_appetite,yellowish_skin,nausea,vomiting,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,Hepatitis D
loss_of_appetite,yellowish_skin,fatigue,joint_pain,nausea,,,,,,,,,,,,,Hepatitis D
nausea,loss_of_appetite,yellowing_of_eyes,abdominal_pain,vomiting,fatigue,joint_pain,,,,,,,,,,,Hepatitis D
yellowing_of_eyes,dark_urine,abdominal_pain,,,,,,,,,,,,,,,Hepatitis D
fatigue,joint_pain,abdominal_pain,dark_urine,nausea,,,,,,,,,,,,,Hepatitis D
yellowish_skin,dark_urine,nausea,yellowing_of_eyes,abdominal_pain,,,,,,,,,,,,,Hepatitis D
stomach_bleeding,joint_pain,dark_urine,yellowish_skin,,,,,,,,,,,,,,Hepatitis E
dark_urine,vomiting,joint_pain,coma,loss_of_appetite,fatigue,yellowish_skin,yellowing_of_eyes,high_fever,abdominal_pain,stomach_bleeding,,,,,,,Hepatitis E
yellowing_of_eyes,coma,abdominal_pain,high_fever,dark_urine,fatigue,nausea,yellowish_skin,vomiting,loss_of_appetite,stomach_bleeding,joint_pain,,,,,,Hepatitis E
dark_urine,abdominal_pain,yellowing_of_eyes,high_fever,,,,,,,,,,,,,,Hepatitis E
loss_of_appetite,vomiting,fatigue,nausea,abdominal_pain,joint_pain,stomach_bleeding,dark_urine,,,,,,,,,,Hepatitis E
fatigue,loss_of_appetite,high_fever,coma,vomiting,stomach_bleeding,dark_urine,yellowish_skin,yellowing_of_eyes,,,,,,,,,Hepatitis E
abdominal_pain,stomach_bleeding,nausea,yellowish_skin,loss_of_appetite,dark_urine,high_fever,yellowing_of_eyes,coma,fatigue,vomiting,joint_pain,,,,,,Hepatitis E
abdominal_pain,fatigue,loss_of_appetite,yellowing_of_eyes,coma,,,,,,,,,,,,,Hepatitis E
abdominal_pain,vomiting,high_fever,loss_of_appetite,stomach_bleeding,joint_pain,dark_urine,coma,fatigue,nausea,yellowish_skin,,,,,,,Hepatitis E
vomiting,dark_urine,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,,Hepatitis E
abdominal_pain,fatigue,vomiting,,,,,,,,,,,,,,,Hepatitis E
yellowish_skin,dark_urine,stomach_bleeding,yellowing_of_eyes,loss_of_appetite,joint_pain,vomiting,coma,,,,,,,,,,Hepatitis E
nausea,joint_pain,yellowish_skin,yellowing_of_eyes,high_fever,vomiting,dark_urine,loss_of_appetite,coma,abdominal_pain,stomach_bleeding,fatigue,,,,,,Hepatitis E
nausea,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,,,,Hepatitis E
yellowing_of_eyes,loss_of_appetite,dark_urine,nausea,coma,abdominal_pain,stomach_bleeding,,,,,,,,,,,Hepatitis E
fatigue,stomach_bleeding,abdominal_pain,loss_of_appetite,yellowing_of_eyes,dark_urine,high_fever,vomiting,coma,joint_pain,yellowish_skin,nausea,,,,,,Hepatitis E
nausea,dark_urine,abdominal_pain,joint_pain,loss_of_appetite,coma,,,,,,,,,,,,Hepatitis E
coma,vomiting,fatigue,joint_pain,yellowish_skin,loss_of_appetite,dark_urine,,,,,,,,,,,Hepatitis E
coma,abdominal_pain,vomiting,high_fever,,,,,,,,,,,,,,Hepatitis E
abdominal_pain,yellowing_of_eyes,joint_pain,stomach_bleeding,high_fever,nausea,loss_of_appetite,yellowish_skin,coma,dark_urine,fatigue,vomiting,,,,,,Hepatitis E
high_fever,stomach_bleeding,yellowing_of_eyes,loss_of_appetite,vomiting,nausea,yellowish_skin,,,,,,,,,,,Hepatitis E
dark_urine,nausea,yellowing_of_eyes,joint_pain,loss_of_appetite,coma,abdominal_pain,fatigue,high_fever,stomach_bleeding,vomiting,yellowish_skin,,,,,,Hepatitis E
dark_urine,nausea,yellowish_skin,vomiting,abdominal_pain,joint_pain,yellowing_of_eyes,loss_of_appetite,fatigue,coma,high_fever,,,,,,,Hepatitis E
vomiting,fatigue,yellowish_skin,nausea,coma,joint_pain,yellowing_of_eyes,,,,,,,,,,,Hepatitis E
fatigue,joint_pain,coma,yellowish_skin,nausea,yellowing_of_eyes,stomach_bleeding,vomiting,,,,,,,,,,Hepatitis E
dark_urine,yellowish_skin,nausea,vomiting,joint_pain,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding,,,,,,,,,Hepatitis E
abdominal_pain,stomach_bleeding,nausea,vomiting,yellowish_skin,joint_pain,fatigue,high_fever,loss_of_appetite,yellowing_of_eyes,,,,,,,,Hepatitis E
joint_pain,nausea,high_fever,stomach_bleeding,yellowish_skin,loss_of_appetite,coma,abdominal_pain,vomiting,fatigue,,,,,,,,Hepatitis E
yellowish_skin,yellowing_of_eyes,nausea,loss_of_appetite,vomiting,,,,,,,,,,,,,Hepatitis E
high_fever,fatigue,dark_urine,abdominal_pain,coma,nausea,vomiting,yellowish_skin,stomach_bleeding,loss_of_appetite,yellowing_of_eyes,,,,,,,Hepatitis E
joint_pain,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,,,,Hepatitis E
coma,fatigue,joint_pain,yellowing_of_eyes,loss_of_appetite,stomach_bleeding,yellowish_skin,,,,,,,,,,,Hepatitis E
coma,nausea,dark_urine,high_fever,yellowish_skin,joint_pain,vomiting,,,,,,,,,,,Hepatitis E
yellowing_of_eyes,vomiting,yellowish_skin,coma,nausea,dark_urine,joint_pain,abdominal_pain,fatigue,stomach_bleeding,loss_of_appetite,,,,,,,Hepatitis E
abdominal_pain,dark_urine,coma,yellowish_skin,loss_of_appetite,fatigue,vomiting,nausea,stomach_bleeding,joint_pain,yellowing_of_eyes,high_fever,,,,,,Hepatitis E
stomach_bleeding,fatigue,joint_pain,,,,,,,,,,,,,,,Hepatitis E
loss_of_appetite,joint_pain,coma,fatigue,nausea,yellowish_skin,dark_urine,high_fever,stomach_bleeding,abdominal_pain,yellowing_of_eyes,vomiting,,,,,,Hepatitis E
joint_pain,coma,loss_of_appetite,vomiting,dark_urine,nausea,high_fever,yellowish_skin,fatigue,abdominal_pain,stomach_bleeding,,,,,,,Hepatitis E
vomiting,loss_of_appetite,dark_urine,,,,,,,,,,,,,,,Hepatitis E
loss_of_appetite,joint_pain,high_fever,coma,yellowish_skin,dark_urine,,,,,,,,,,,,Hepatitis E
high_fever,vomiting,yellowing_of_eyes,yellowish_skin,stomach_bleeding,coma,loss_of_appetite,fatigue,,,,,,,,,,Hepatitis E
yellowish_skin,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,,,,Hepatitis E
joint_pain,high_fever,nausea,vomiting,yellowish_skin,loss_of_appetite,,,,,,,,,,,,Hepatitis E
loss_of_appetite,fatigue,abdominal_pain,high_fever,coma,joint_pain,yellowish_skin,vomiting,nausea,yellowing_of_eyes,dark_urine,,,,,,,Hepatitis E
high_fever,abdominal_pain,yellowish_skin,stomach_bleeding,joint_pain,dark_urine,nausea,yellowing_of_eyes,fatigue,coma,vomiting,loss_of_appetite,,,,,,Hepatitis E
coma,stomach_bleeding,joint_pain,dark_urine,nausea,loss_of_appetite,high_fever,fatigue,yellowing_of_eyes,,,,,,,,,Hepatitis E
loss_of_appetite,stomach_bleeding,dark_urine,abdominal_pain,joint_pain,yellowing_of_eyes,vomiting,coma,fatigue,nausea,high_fever,,,,,,,Hepatitis E
joint_pain,nausea,high_fever,dark_urine,vomiting,yellowish_skin,stomach_bleeding,loss_of_appetite,,,,,,,,,,Hepatitis E
vomiting,high_fever,coma,fatigue,dark_urine,abdominal_pain,joint_pain,loss_of_appetite,yellowish_skin,,,,,,,,,Hepatitis E
nausea,joint_pain,yellowing_of_eyes,dark_urine,yellowish_skin,vomiting,coma,high_fever,stomach_bleeding,loss_of_appetite,,,,,,,,Hepatitis E
dark_urine,abdominal_pain,high_fever,,,,,,,,,,,,,,,Hepatitis E
yellowing_of_eyes,stomach_bleeding,loss_of_appetite,vomiting,,,,,,,,,,,,,,Hepatitis E
yellowing_of_eyes,vomiting,coma,joint_pain,abdominal_pain,high_fever,fatigue,loss_of_appetite,stomach_bleeding,yellowish_skin,,,,,,,,Hepatitis E
joint_pain,yellowish_skin,yellowing_of_eyes,nausea,vomiting,stomach_bleeding,dark_urine,abdominal_pain,coma,loss_of_appetite,,,,,,,,Hepatitis E
nausea,vomiting,yellowing_of_eyes,stomach_bleeding,high_fever,abdominal_pain,yellowish_skin,dark_urine,joint_pain,,,,,,,,,Hepatitis E
nausea,loss_of_appetite,stomach_bleeding,vomiting,dark_urine,coma,yellowing_of_eyes,joint_pain,high_fever,fatigue,,,,,,,,Hepatitis E
yellowing_of_eyes,high_fever,vomiting,stomach_bleeding,joint_pain,yellowish_skin,dark_urine,loss_of_appetite,,,,,,,,,,Hepatitis E
high_fever,yellowing_of_eyes,fatigue,abdominal_pain,yellowish_skin,coma,stomach_bleeding,dark_urine,loss_of_appetite,joint_pain,nausea,vomiting,,,,,,Hepatitis E
joint_pain,fatigue,yellowish_skin,,,,,,,,,,,,,,,Hepatitis E
nausea,abdominal_pain,dark_urine,yellowish_skin,fatigue,vomiting,high_fever,loss_of_appetite,coma,stomach_bleeding,yellowing_of_eyes,joint_pain,,,,,,Hepatitis E
history_of_alcohol_consumption,fluid_overload,yellowish_skin,vomiting,swelling_of_stomach,abdominal_pain,renal_failure,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,renal_failure,fluid_overload,vomiting,history_of_alcohol_consumption,,,,,,,,,,,,,Alcoholic hepatitis
fluid_overload,swelling_of_stomach,renal_failure,abdominal_pain,,,,,,,,,,,,,,Alcoholic hepatitis
history_of_alcohol_consumption,abdominal_pain,renal_failure,fluid_overload,yellowish_skin,swelling_of_stomach,vomiting,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,vomiting,renal_failure,,,,,,,,,,,,,,,Alcoholic hepatitis
vomiting,fluid_overload,yellowish_skin,history_of_alcohol_consumption,,,,,,,,,,,,,,Alcoholic hepatitis
history_of_alcohol_consumption,yellowish_skin,fluid_overload,swelling_of_stomach,abdominal_pain,renal_failure,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,swelling_of_stomach,renal_failure,vomiting,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,vomiting,history_of_alcohol_consumption,,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,,,Alcoholic hepatitis
fluid_overload,history_of_alcohol_consumption,abdominal_pain,vomiting,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,renal_failure,abdominal_pain,,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,abdominal_pain,renal_failure,fluid_overload,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,renal_failure,fluid_overload,vomiting,swelling_of_stomach,history_of_alcohol_consumption,abdominal_pain,,,,,,,,,,,Alcoholic hepatitis
renal_failure,fluid_overload,yellowish_skin,,,,,,,,,,,,,,,Alcoholic hepatitis
fluid_overload,vomiting,abdominal_pain,yellowish_skin,swelling_of_stomach,history_of_alcohol_consumption,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,renal_failure,yellowish_skin,swelling_of_stomach,,,,,,,,,,,,,,Alcoholic hepatitis
vomiting,yellowish_skin,fluid_overload,,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,history_of_alcohol_consumption,swelling_of_stomach,abdominal_pain,,,,,,,,,,,,,,Alcoholic hepatitis
history_of_alcohol_consumption,swelling_of_stomach,yellowish_skin,vomiting,abdominal_pain,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,history_of_alcohol_consumption,abdominal_pain,renal_failure,swelling_of_stomach,vomiting,fluid_overload,,,,,,,,,,,Alcoholic hepatitis
renal_failure,yellowish_skin,history_of_alcohol_consumption,swelling_of_stomach,vomiting,,,,,,,,,,,,,Alcoholic hepatitis
renal_failure,swelling_of_stomach,history_of_alcohol_consumption,,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,history_of_alcohol_consumption,swelling_of_stomach,,,,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,vomiting,yellowish_skin,renal_failure,,,,,,,,,,,Alcoholic hepatitis
fluid_overload,swelling_of_stomach,renal_failure,history_of_alcohol_consumption,yellowish_skin,abdominal_pain,vomiting,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,renal_failure,swelling_of_stomach,fluid_overload,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,vomiting,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,history_of_alcohol_consumption,vomiting,yellowish_skin,fluid_overload,,,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,history_of_alcohol_consumption,abdominal_pain,yellowish_skin,fluid_overload,,,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,renal_failure,fluid_overload,history_of_alcohol_consumption,yellowish_skin,,,,,,,,,,,,,Alcoholic hepatitis
renal_failure,swelling_of_stomach,abdominal_pain,history_of_alcohol_consumption,yellowish_skin,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,swelling_of_stomach,renal_failure,,,,,,,,,,,,,,,Alcoholic hepatitis
fluid_overload,vomiting,abdominal_pain,renal_failure,yellowish_skin,,,,,,,,,,,,,Alcoholic hepatitis
history_of_alcohol_consumption,renal_failure,vomiting,abdominal_pain,fluid_overload,swelling_of_stomach,yellowish_skin,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,vomiting,history_of_alcohol_consumption,,,,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,yellowish_skin,renal_failure,history_of_alcohol_consumption,,,,,,,,,,,,,,Alcoholic hepatitis
fluid_overload,renal_failure,abdominal_pain,yellowish_skin,history_of_alcohol_consumption,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,fluid_overload,history_of_alcohol_consumption,abdominal_pain,vomiting,renal_failure,swelling_of_stomach,,,,,,,,,,,Alcoholic hepatitis
renal_failure,swelling_of_stomach,fluid_overload,vomiting,yellowish_skin,,,,,,,,,,,,,Alcoholic hepatitis
renal_failure,yellowish_skin,swelling_of_stomach,fluid_overload,vomiting,abdominal_pain,history_of_alcohol_consumption,,,,,,,,,,,Alcoholic hepatitis
history_of_alcohol_consumption,renal_failure,fluid_overload,swelling_of_stomach,,,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,vomiting,renal_failure,yellowish_skin,swelling_of_stomach,history_of_alcohol_consumption,,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,renal_failure,history_of_alcohol_consumption,vomiting,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,history_of_alcohol_consumption,renal_failure,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,fluid_overload,abdominal_pain,,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,swelling_of_stomach,fluid_overload,history_of_alcohol_consumption,abdominal_pain,,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,renal_failure,history_of_alcohol_consumption,vomiting,fluid_overload,swelling_of_stomach,yellowish_skin,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,history_of_alcohol_consumption,fluid_overload,swelling_of_stomach,,,,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,swelling_of_stomach,vomiting,fluid_overload,history_of_alcohol_consumption,renal_failure,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,history_of_alcohol_consumption,swelling_of_stomach,,,,,,,,,,,,,,,Alcoholic hepatitis
vomiting,yellowish_skin,renal_failure,fluid_overload,history_of_alcohol_consumption,,,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,vomiting,yellowish_skin,history_of_alcohol_consumption,fluid_overload,renal_failure,abdominal_pain,,,,,,,,,,,Alcoholic hepatitis
yellowish_skin,abdominal_pain,history_of_alcohol_consumption,vomiting,,,,,,,,,,,,,,Alcoholic hepatitis
vomiting,abdominal_pain,history_of_alcohol_consumption,renal_failure,swelling_of_stomach,yellowish_skin,,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,yellowish_skin,vomiting,fluid_overload,abdominal_pain,renal_failure,,,,,,,,,,,,Alcoholic hepatitis
fluid_overload,vomiting,swelling_of_stomach,yellowish_skin,renal_failure,abdominal_pain,,,,,,,,,,,,Alcoholic hepatitis
swelling_of_stomach,fluid_overload,renal_failure,yellowish_skin,abdominal_pain,,,,,,,,,,,,,Alcoholic hepatitis
abdominal_pain,history_of_alcohol_consumption,yellowish_skin,swelling_of_stomach,fluid_overload,vomiting,renal_failure,,,,,,,,,,,Alcoholic hepatitis
sweating,vomiting,breathlessness,mild_fever,weight_loss,,,,,,,,,,,,,Tuberculosis
high_fever,mild_fever,sweating,phlegm,malaise,blood_in_sputum,chills,vomiting,fatigue,rusty_sputum,weight_loss,,,,,,,Tuberculosis
malaise,blood_in_sputum,rusty_sputum,cough,breathlessness,mild_fever,fatigue,swelled_lymph_nodes,,,,,,,,,,Tuberculosis
fatigue,mild_fever,malaise,breathlessness,sweating,phlegm,,,,,,,,,,,,Tuberculosis
fatigue,malaise,mild_fever,vomiting,breathlessness,chills,weight_loss,rusty_sputum,sweating,high_fever,cough,swelled_lymph_nodes,loss_of_appetite,,,,,Tuberculosis
malaise,rusty_sputum,blood_in_sputum,weight_loss,,,,,,,,,,,,,,Tuberculosis
breathlessness,phlegm,loss_of_appetite,vomiting,high_fever,malaise,mild_fever,swelled_lymph_nodes,weight_loss,rusty_sputum,,,,,,,,Tuberculosis
cough,weight_loss,loss_of_appetite,chills,sweating,,,,,,,,,,,,,Tuberculosis
vomiting,swelled_lymph_nodes,malaise,,,,,,,,,,,,,,,Tuberculosis
malaise,sweating,breathlessness,high_fever,phlegm,weight_loss,swelled_lymph_nodes,chills,blood_in_sputum,fatigue,loss_of_appetite,vomiting,mild_fever,,,,,Tuberculosis
malaise,sweating,blood_in_sputum,phlegm,vomiting,swelled_lymph_nodes,loss_of_appetite,weight_loss,high_fever,rusty_sputum,mild_fever,breathlessness,cough,,,,,Tuberculosis
